#;device="PAC Dimplex";dataPoint="Énergie active totale importée tarif 1";culture="fr";timeZone="Europe/Berlin";version="2.0"
Horodatage;Date;Heure;Minimum;Valeur absolue :;Maximum;Unité
2022-01-15T09:30:00+01:00;15/01/2022;09:30:00;;5481278,74;;Wh
2022-01-15T09:45:00+01:00;15/01/2022;09:45:00;;5482330,77;;Wh
2022-01-15T10:00:00+01:00;15/01/2022;10:00:00;;5483623,38;;Wh
2022-01-15T10:15:00+01:00;15/01/2022;10:15:00;;5484949,17;;Wh
2022-01-15T10:30:00+01:00;15/01/2022;10:30:00;;5486313,87;;Wh
2022-01-15T10:45:00+01:00;15/01/2022;10:45:00;;5487631,68;;Wh
2022-01-15T11:00:00+01:00;15/01/2022;11:00:00;;5487631,68;;Wh
2022-01-15T11:15:00+01:00;15/01/2022;11:15:00;;5487732,86;;Wh
2022-01-15T11:30:00+01:00;15/01/2022;11:30:00;;5488989,97;;Wh
2022-01-15T11:45:00+01:00;15/01/2022;11:45:00;;5490291,37;;Wh
2022-01-15T12:00:00+01:00;15/01/2022;12:00:00;;5491592,03;;Wh
2022-01-15T12:15:00+01:00;15/01/2022;12:15:00;;5491594,63;;Wh
2022-01-15T12:30:00+01:00;15/01/2022;12:30:00;;5491594,63;;Wh
2022-01-15T12:45:00+01:00;15/01/2022;12:45:00;;5491677,7;;Wh
2022-01-15T13:00:00+01:00;15/01/2022;13:00:00;;5492968,69;;Wh
2022-01-15T13:15:00+01:00;15/01/2022;13:15:00;;5493058,62;;Wh
2022-01-15T13:30:00+01:00;15/01/2022;13:30:00;;5493058,62;;Wh
2022-01-15T13:45:00+01:00;15/01/2022;13:45:00;;5493058,62;;Wh
2022-01-15T14:00:00+01:00;15/01/2022;14:00:00;;5493583,78;;Wh
2022-01-15T14:15:00+01:00;15/01/2022;14:15:00;;5494050,67;;Wh
2022-01-15T14:30:00+01:00;15/01/2022;14:30:00;;5494050,67;;Wh
2022-01-15T14:45:00+01:00;15/01/2022;14:45:00;;5494050,67;;Wh
2022-01-15T15:00:00+01:00;15/01/2022;15:00:00;;5494050,67;;Wh
2022-01-15T15:15:00+01:00;15/01/2022;15:15:00;;5494050,67;;Wh
2022-01-15T15:30:00+01:00;15/01/2022;15:30:00;;5494966,94;;Wh
2022-01-15T15:45:00+01:00;15/01/2022;15:45:00;;5495049,05;;Wh
2022-01-15T16:00:00+01:00;15/01/2022;16:00:00;;5495049,05;;Wh
2022-01-15T16:15:00+01:00;15/01/2022;16:15:00;;5495049,05;;Wh
2022-01-15T16:30:00+01:00;15/01/2022;16:30:00;;5495049,05;;Wh
2022-01-15T16:45:00+01:00;15/01/2022;16:45:00;;5496035,09;;Wh
2022-01-15T17:00:00+01:00;15/01/2022;17:00:00;;5496035,09;;Wh
2022-01-15T17:15:00+01:00;15/01/2022;17:15:00;;5496035,09;;Wh
2022-01-15T17:30:00+01:00;15/01/2022;17:30:00;;5496035,09;;Wh
2022-01-15T17:45:00+01:00;15/01/2022;17:45:00;;5497093,42;;Wh
2022-01-15T18:00:00+01:00;15/01/2022;18:00:00;;5497163,17;;Wh
2022-01-15T18:15:00+01:00;15/01/2022;18:15:00;;5497163,17;;Wh
2022-01-15T18:30:00+01:00;15/01/2022;18:30:00;;5497464,62;;Wh
2022-01-15T18:45:00+01:00;15/01/2022;18:45:00;;5498435,48;;Wh
2022-01-15T19:00:00+01:00;15/01/2022;19:00:00;;5498435,48;;Wh
2022-01-15T19:15:00+01:00;15/01/2022;19:15:00;;5498435,48;;Wh
2022-01-15T19:30:00+01:00;15/01/2022;19:30:00;;5499274,55;;Wh
2022-01-15T19:45:00+01:00;15/01/2022;19:45:00;;5499490,08;;Wh
2022-01-15T20:00:00+01:00;15/01/2022;20:00:00;;5499490,08;;Wh
2022-01-15T20:15:00+01:00;15/01/2022;20:15:00;;5500354,78;;Wh
2022-01-15T20:30:00+01:00;15/01/2022;20:30:00;;5501088,69;;Wh
2022-01-15T20:45:00+01:00;15/01/2022;20:45:00;;5501088,69;;Wh
2022-01-15T21:00:00+01:00;15/01/2022;21:00:00;;5501088,69;;Wh
2022-01-15T21:15:00+01:00;15/01/2022;21:15:00;;5502066,78;;Wh
2022-01-15T21:30:00+01:00;15/01/2022;21:30:00;;5503256,68;;Wh
2022-01-15T21:45:00+01:00;15/01/2022;21:45:00;;5503289,36;;Wh
2022-01-15T22:00:00+01:00;15/01/2022;22:00:00;;5504577,28;;Wh
2022-01-15T22:15:00+01:00;15/01/2022;22:15:00;;5505914,3;;Wh
2022-01-15T22:30:00+01:00;15/01/2022;22:30:00;;5507300,28;;Wh
2022-01-15T22:45:00+01:00;15/01/2022;22:45:00;;5507583,02;;Wh
2022-01-15T23:00:00+01:00;15/01/2022;23:00:00;;5507947,32;;Wh
2022-01-15T23:15:00+01:00;15/01/2022;23:15:00;;5509236,08;;Wh
2022-01-15T23:30:00+01:00;15/01/2022;23:30:00;;5510561,1;;Wh
2022-01-15T23:45:00+01:00;15/01/2022;23:45:00;;5511928,85;;Wh
2022-01-16T00:00:00+01:00;16/01/2022;00:00:00;;5513333,26;;Wh
2022-01-16T00:15:00+01:00;16/01/2022;00:15:00;;5513622,49;;Wh
2022-01-16T00:30:00+01:00;16/01/2022;00:30:00;;5513985,11;;Wh
2022-01-16T00:45:00+01:00;16/01/2022;00:45:00;;5515302,22;;Wh
2022-01-16T01:00:00+01:00;16/01/2022;01:00:00;;5516623,08;;Wh
2022-01-16T01:15:00+01:00;16/01/2022;01:15:00;;5516623,63;;Wh
2022-01-16T01:30:00+01:00;16/01/2022;01:30:00;;5517898,43;;Wh
2022-01-16T01:45:00+01:00;16/01/2022;01:45:00;;5518820,79;;Wh
2022-01-16T02:00:00+01:00;16/01/2022;02:00:00;;5519114,22;;Wh
2022-01-16T02:15:00+01:00;16/01/2022;02:15:00;;5520451,58;;Wh
2022-01-16T02:30:00+01:00;16/01/2022;02:30:00;;5521837,4;;Wh
2022-01-16T02:45:00+01:00;16/01/2022;02:45:00;;5522657,39;;Wh
2022-01-16T03:00:00+01:00;16/01/2022;03:00:00;;5522657,39;;Wh
2022-01-16T03:15:00+01:00;16/01/2022;03:15:00;;5523847,58;;Wh
2022-01-16T03:30:00+01:00;16/01/2022;03:30:00;;5525203,98;;Wh
2022-01-16T03:45:00+01:00;16/01/2022;03:45:00;;5526331,77;;Wh
2022-01-16T04:00:00+01:00;16/01/2022;04:00:00;;5526331,77;;Wh
2022-01-16T04:15:00+01:00;16/01/2022;04:15:00;;5527210,89;;Wh
2022-01-16T04:30:00+01:00;16/01/2022;04:30:00;;5528574,06;;Wh
2022-01-16T04:45:00+01:00;16/01/2022;04:45:00;;5528888,03;;Wh
2022-01-16T05:00:00+01:00;16/01/2022;05:00:00;;5529750,14;;Wh
2022-01-16T05:15:00+01:00;16/01/2022;05:15:00;;5531094,87;;Wh
2022-01-16T05:30:00+01:00;16/01/2022;05:30:00;;5532491,78;;Wh
2022-01-16T05:45:00+01:00;16/01/2022;05:45:00;;5533143,85;;Wh
2022-01-16T06:00:00+01:00;16/01/2022;06:00:00;;5533189,04;;Wh
2022-01-16T06:15:00+01:00;16/01/2022;06:15:00;;5534528,61;;Wh
2022-01-16T06:30:00+01:00;16/01/2022;06:30:00;;5535934,74;;Wh
2022-01-16T06:45:00+01:00;16/01/2022;06:45:00;;5536440,24;;Wh
2022-01-16T07:00:00+01:00;16/01/2022;07:00:00;;5536616,4;;Wh
2022-01-16T07:15:00+01:00;16/01/2022;07:15:00;;5537959,29;;Wh
2022-01-16T07:30:00+01:00;16/01/2022;07:30:00;;5539352,58;;Wh
2022-01-16T07:45:00+01:00;16/01/2022;07:45:00;;5539996,77;;Wh
2022-01-16T08:00:00+01:00;16/01/2022;08:00:00;;5540048,12;;Wh
2022-01-16T08:15:00+01:00;16/01/2022;08:15:00;;5541371,99;;Wh
2022-01-16T08:30:00+01:00;16/01/2022;08:30:00;;5542726,66;;Wh
2022-01-16T08:45:00+01:00;16/01/2022;08:45:00;;5542732,36;;Wh
2022-01-16T09:00:00+01:00;16/01/2022;09:00:00;;5543323,08;;Wh
2022-01-16T09:15:00+01:00;16/01/2022;09:15:00;;5544679,63;;Wh
2022-01-16T09:30:00+01:00;16/01/2022;09:30:00;;5544692,67;;Wh
2022-01-16T09:45:00+01:00;16/01/2022;09:45:00;;5545877,16;;Wh
2022-01-16T10:00:00+01:00;16/01/2022;10:00:00;;5547045,76;;Wh
2022-01-16T10:15:00+01:00;16/01/2022;10:15:00;;5547045,76;;Wh
2022-01-16T10:30:00+01:00;16/01/2022;10:30:00;;5547876,12;;Wh
2022-01-16T10:45:00+01:00;16/01/2022;10:45:00;;5549212,93;;Wh
2022-01-16T11:00:00+01:00;16/01/2022;11:00:00;;5550378,3;;Wh
2022-01-16T11:15:00+01:00;16/01/2022;11:15:00;;5550446,74;;Wh
2022-01-16T11:30:00+01:00;16/01/2022;11:30:00;;5551780,56;;Wh
2022-01-16T11:45:00+01:00;16/01/2022;11:45:00;;5552534,3;;Wh
2022-01-16T12:00:00+01:00;16/01/2022;12:00:00;;5552534,3;;Wh
2022-01-16T12:15:00+01:00;16/01/2022;12:15:00;;5552534,74;;Wh
2022-01-16T12:30:00+01:00;16/01/2022;12:30:00;;5553742,09;;Wh
2022-01-16T12:45:00+01:00;16/01/2022;12:45:00;;5554405,4;;Wh
2022-01-16T13:00:00+01:00;16/01/2022;13:00:00;;5554405,4;;Wh
2022-01-16T13:15:00+01:00;16/01/2022;13:15:00;;5554485,67;;Wh
2022-01-16T13:30:00+01:00;16/01/2022;13:30:00;;5555730,25;;Wh
2022-01-16T13:45:00+01:00;16/01/2022;13:45:00;;5556882,21;;Wh
2022-01-16T14:00:00+01:00;16/01/2022;14:00:00;;5556882,21;;Wh
2022-01-16T14:15:00+01:00;16/01/2022;14:15:00;;5556882,21;;Wh
2022-01-16T14:30:00+01:00;16/01/2022;14:30:00;;5557145,79;;Wh
2022-01-16T14:45:00+01:00;16/01/2022;14:45:00;;5558418,23;;Wh
2022-01-16T15:00:00+01:00;16/01/2022;15:00:00;;5558585,69;;Wh
2022-01-16T15:15:00+01:00;16/01/2022;15:15:00;;5558585,69;;Wh
2022-01-16T15:30:00+01:00;16/01/2022;15:30:00;;5558585,69;;Wh
2022-01-16T15:45:00+01:00;16/01/2022;15:45:00;;5559188,65;;Wh
2022-01-16T16:00:00+01:00;16/01/2022;16:00:00;;5560461,82;;Wh
2022-01-16T16:15:00+01:00;16/01/2022;16:15:00;;5560935,82;;Wh
2022-01-16T16:30:00+01:00;16/01/2022;16:30:00;;5560950,54;;Wh
2022-01-16T16:45:00+01:00;16/01/2022;16:45:00;;5562186,11;;Wh
2022-01-16T17:00:00+01:00;16/01/2022;17:00:00;;5562934,27;;Wh
2022-01-16T17:15:00+01:00;16/01/2022;17:15:00;;5563341,82;;Wh
2022-01-16T17:30:00+01:00;16/01/2022;17:30:00;;5564667,03;;Wh
2022-01-16T17:45:00+01:00;16/01/2022;17:45:00;;5565060,16;;Wh
2022-01-16T18:00:00+01:00;16/01/2022;18:00:00;;5565822,43;;Wh
2022-01-16T18:15:00+01:00;16/01/2022;18:15:00;;5567145,86;;Wh
2022-01-16T18:30:00+01:00;16/01/2022;18:30:00;;5567765,12;;Wh
2022-01-16T18:45:00+01:00;16/01/2022;18:45:00;;5568325,83;;Wh
2022-01-16T19:00:00+01:00;16/01/2022;19:00:00;;5569689,59;;Wh
2022-01-16T19:15:00+01:00;16/01/2022;19:15:00;;5569851,24;;Wh
2022-01-16T19:30:00+01:00;16/01/2022;19:30:00;;5570234,08;;Wh
2022-01-16T19:45:00+01:00;16/01/2022;19:45:00;;5571552,65;;Wh
2022-01-16T20:00:00+01:00;16/01/2022;20:00:00;;5572934,13;;Wh
2022-01-16T20:15:00+01:00;16/01/2022;20:15:00;;5572950,58;;Wh
2022-01-16T20:30:00+01:00;16/01/2022;20:30:00;;5573478,24;;Wh
2022-01-16T20:45:00+01:00;16/01/2022;20:45:00;;5574855,96;;Wh
2022-01-16T21:00:00+01:00;16/01/2022;21:00:00;;5575035,51;;Wh
2022-01-16T21:15:00+01:00;16/01/2022;21:15:00;;5576054,04;;Wh
2022-01-16T21:30:00+01:00;16/01/2022;21:30:00;;5577186,28;;Wh
2022-01-16T21:45:00+01:00;16/01/2022;21:45:00;;5577186,28;;Wh
2022-01-16T22:00:00+01:00;16/01/2022;22:00:00;;5577963,36;;Wh
2022-01-16T22:15:00+01:00;16/01/2022;22:15:00;;5579259,44;;Wh
2022-01-16T22:30:00+01:00;16/01/2022;22:30:00;;5580603,28;;Wh
2022-01-16T22:45:00+01:00;16/01/2022;22:45:00;;5581991,68;;Wh
2022-01-16T23:00:00+01:00;16/01/2022;23:00:00;;5582572,14;;Wh
2022-01-16T23:15:00+01:00;16/01/2022;23:15:00;;5582675,09;;Wh
2022-01-16T23:30:00+01:00;16/01/2022;23:30:00;;5583998,01;;Wh
2022-01-16T23:45:00+01:00;16/01/2022;23:45:00;;5585371,43;;Wh
2022-01-17T00:00:00+01:00;17/01/2022;00:00:00;;5586776,21;;Wh
2022-01-17T00:15:00+01:00;17/01/2022;00:15:00;;5588043,47;;Wh
2022-01-17T00:30:00+01:00;17/01/2022;00:30:00;;5588043,47;;Wh
2022-01-17T00:45:00+01:00;17/01/2022;00:45:00;;5588043,47;;Wh
2022-01-17T01:00:00+01:00;17/01/2022;01:00:00;;5588892,3;;Wh
2022-01-17T01:15:00+01:00;17/01/2022;01:15:00;;5590190,03;;Wh
2022-01-17T01:30:00+01:00;17/01/2022;01:30:00;;5591518,78;;Wh
2022-01-17T01:45:00+01:00;17/01/2022;01:45:00;;5592873,48;;Wh
2022-01-17T02:00:00+01:00;17/01/2022;02:00:00;;5594254,75;;Wh
2022-01-17T02:15:00+01:00;17/01/2022;02:15:00;;5595636,27;;Wh
2022-01-17T02:30:00+01:00;17/01/2022;02:30:00;;5597037,61;;Wh
2022-01-17T02:45:00+01:00;17/01/2022;02:45:00;;5598458,41;;Wh
2022-01-17T03:00:00+01:00;17/01/2022;03:00:00;;5599069,67;;Wh
2022-01-17T03:15:00+01:00;17/01/2022;03:15:00;;5599069,67;;Wh
2022-01-17T03:30:00+01:00;17/01/2022;03:30:00;;5599828,72;;Wh
2022-01-17T03:45:00+01:00;17/01/2022;03:45:00;;5601130,41;;Wh
2022-01-17T04:00:00+01:00;17/01/2022;04:00:00;;5602473,03;;Wh
2022-01-17T04:15:00+01:00;17/01/2022;04:15:00;;5603835,15;;Wh
2022-01-17T04:30:00+01:00;17/01/2022;04:30:00;;5605215,28;;Wh
2022-01-17T04:45:00+01:00;17/01/2022;04:45:00;;5606634,1;;Wh
2022-01-17T05:00:00+01:00;17/01/2022;05:00:00;;5607265,9;;Wh
2022-01-17T05:15:00+01:00;17/01/2022;05:15:00;;5607332,77;;Wh
2022-01-17T05:30:00+01:00;17/01/2022;05:30:00;;5608648,22;;Wh
2022-01-17T05:45:00+01:00;17/01/2022;05:45:00;;5610015,43;;Wh
2022-01-17T06:00:00+01:00;17/01/2022;06:00:00;;5611428,17;;Wh
2022-01-17T06:15:00+01:00;17/01/2022;06:15:00;;5612623,78;;Wh
2022-01-17T06:30:00+01:00;17/01/2022;06:30:00;;5612623,78;;Wh
2022-01-17T06:45:00+01:00;17/01/2022;06:45:00;;5613476,57;;Wh
2022-01-17T07:00:00+01:00;17/01/2022;07:00:00;;5614789,32;;Wh
2022-01-17T07:15:00+01:00;17/01/2022;07:15:00;;5616125,77;;Wh
2022-01-17T07:30:00+01:00;17/01/2022;07:30:00;;5617481,45;;Wh
2022-01-17T07:45:00+01:00;17/01/2022;07:45:00;;5618853,33;;Wh
2022-01-17T08:00:00+01:00;17/01/2022;08:00:00;;5620237,54;;Wh
2022-01-17T08:15:00+01:00;17/01/2022;08:15:00;;5621634,02;;Wh
2022-01-17T08:30:00+01:00;17/01/2022;08:30:00;;5623037,56;;Wh
2022-01-17T08:45:00+01:00;17/01/2022;08:45:00;;5624449,31;;Wh
2022-01-17T09:00:00+01:00;17/01/2022;09:00:00;;5625886,43;;Wh
2022-01-17T09:15:00+01:00;17/01/2022;09:15:00;;5626956,23;;Wh
2022-01-17T09:30:00+01:00;17/01/2022;09:30:00;;5626956,23;;Wh
2022-01-17T09:45:00+01:00;17/01/2022;09:45:00;;5627260,54;;Wh
2022-01-17T10:00:00+01:00;17/01/2022;10:00:00;;5628632,99;;Wh
2022-01-17T10:15:00+01:00;17/01/2022;10:15:00;;5629072,73;;Wh
2022-01-17T10:30:00+01:00;17/01/2022;10:30:00;;5629072,73;;Wh
2022-01-17T10:45:00+01:00;17/01/2022;10:45:00;;5629297,1;;Wh
2022-01-17T11:00:00+01:00;17/01/2022;11:00:00;;5630620,95;;Wh
2022-01-17T11:15:00+01:00;17/01/2022;11:15:00;;5631639,27;;Wh
2022-01-17T11:30:00+01:00;17/01/2022;11:30:00;;5631639,27;;Wh
2022-01-17T11:45:00+01:00;17/01/2022;11:45:00;;5631639,27;;Wh
2022-01-17T12:00:00+01:00;17/01/2022;12:00:00;;5632629,1;;Wh
2022-01-17T12:15:00+01:00;17/01/2022;12:15:00;;5633521,65;;Wh
2022-01-17T12:30:00+01:00;17/01/2022;12:30:00;;5633521,65;;Wh
2022-01-17T12:45:00+01:00;17/01/2022;12:45:00;;5633521,65;;Wh
2022-01-17T13:00:00+01:00;17/01/2022;13:00:00;;5633996,6;;Wh
2022-01-17T13:15:00+01:00;17/01/2022;13:15:00;;5635064,96;;Wh
2022-01-17T13:30:00+01:00;17/01/2022;13:30:00;;5635064,96;;Wh
2022-01-17T13:45:00+01:00;17/01/2022;13:45:00;;5635064,96;;Wh
2022-01-17T14:00:00+01:00;17/01/2022;14:00:00;;5635064,96;;Wh
2022-01-17T14:15:00+01:00;17/01/2022;14:15:00;;5635422,87;;Wh
2022-01-17T14:30:00+01:00;17/01/2022;14:30:00;;5636301,64;;Wh
2022-01-17T14:45:00+01:00;17/01/2022;14:45:00;;5636301,64;;Wh
2022-01-17T15:00:00+01:00;17/01/2022;15:00:00;;5636301,64;;Wh
2022-01-17T15:15:00+01:00;17/01/2022;15:15:00;;5636301,64;;Wh
2022-01-17T15:30:00+01:00;17/01/2022;15:30:00;;5636301,64;;Wh
2022-01-17T15:45:00+01:00;17/01/2022;15:45:00;;5637297,22;;Wh
2022-01-17T16:00:00+01:00;17/01/2022;16:00:00;;5637300,71;;Wh
2022-01-17T16:15:00+01:00;17/01/2022;16:15:00;;5637300,71;;Wh
2022-01-17T16:30:00+01:00;17/01/2022;16:30:00;;5637300,71;;Wh
2022-01-17T16:45:00+01:00;17/01/2022;16:45:00;;5638202,93;;Wh
2022-01-17T17:00:00+01:00;17/01/2022;17:00:00;;5638202,93;;Wh
2022-01-17T17:15:00+01:00;17/01/2022;17:15:00;;5638790,43;;Wh
2022-01-17T17:30:00+01:00;17/01/2022;17:30:00;;5639072,38;;Wh
2022-01-17T17:45:00+01:00;17/01/2022;17:45:00;;5639654,94;;Wh
2022-01-17T18:00:00+01:00;17/01/2022;18:00:00;;5640174,72;;Wh
2022-01-17T18:15:00+01:00;17/01/2022;18:15:00;;5640174,72;;Wh
2022-01-17T18:30:00+01:00;17/01/2022;18:30:00;;5641001,61;;Wh
2022-01-17T18:45:00+01:00;17/01/2022;18:45:00;;5641230,04;;Wh
2022-01-17T19:00:00+01:00;17/01/2022;19:00:00;;5641476,8;;Wh
2022-01-17T19:15:00+01:00;17/01/2022;19:15:00;;5642614,51;;Wh
2022-01-17T19:30:00+01:00;17/01/2022;19:30:00;;5642614,51;;Wh
2022-01-17T19:45:00+01:00;17/01/2022;19:45:00;;5642614,51;;Wh
2022-01-17T20:00:00+01:00;17/01/2022;20:00:00;;5643218,81;;Wh
2022-01-17T20:15:00+01:00;17/01/2022;20:15:00;;5643585,67;;Wh
2022-01-17T20:30:00+01:00;17/01/2022;20:30:00;;5643702,68;;Wh
2022-01-17T20:45:00+01:00;17/01/2022;20:45:00;;5645063,18;;Wh
2022-01-17T21:00:00+01:00;17/01/2022;21:00:00;;5645079,7;;Wh
2022-01-17T21:15:00+01:00;17/01/2022;21:15:00;;5645515,17;;Wh
2022-01-17T21:30:00+01:00;17/01/2022;21:30:00;;5646837,04;;Wh
2022-01-17T21:45:00+01:00;17/01/2022;21:45:00;;5648207,68;;Wh
2022-01-17T22:00:00+01:00;17/01/2022;22:00:00;;5649079,59;;Wh
2022-01-17T22:15:00+01:00;17/01/2022;22:15:00;;5649079,59;;Wh
2022-01-17T22:30:00+01:00;17/01/2022;22:30:00;;5649079,59;;Wh
2022-01-17T22:45:00+01:00;17/01/2022;22:45:00;;5650289,77;;Wh
2022-01-17T23:00:00+01:00;17/01/2022;23:00:00;;5651623,05;;Wh
2022-01-17T23:15:00+01:00;17/01/2022;23:15:00;;5652999,92;;Wh
2022-01-17T23:30:00+01:00;17/01/2022;23:30:00;;5653882,47;;Wh
2022-01-17T23:45:00+01:00;17/01/2022;23:45:00;;5653882,47;;Wh
2022-01-18T00:00:00+01:00;18/01/2022;00:00:00;;5654392,42;;Wh
2022-01-18T00:15:00+01:00;18/01/2022;00:15:00;;5655728,95;;Wh
2022-01-18T00:30:00+01:00;18/01/2022;00:30:00;;5657098,14;;Wh
2022-01-18T00:45:00+01:00;18/01/2022;00:45:00;;5658492,94;;Wh
2022-01-18T01:00:00+01:00;18/01/2022;01:00:00;;5659909,02;;Wh
2022-01-18T01:15:00+01:00;18/01/2022;01:15:00;;5661038,88;;Wh
2022-01-18T01:30:00+01:00;18/01/2022;01:30:00;;5661038,88;;Wh
2022-01-18T01:45:00+01:00;18/01/2022;01:45:00;;5661038,88;;Wh
2022-01-18T02:00:00+01:00;18/01/2022;02:00:00;;5661998;;Wh
2022-01-18T02:15:00+01:00;18/01/2022;02:15:00;;5663266,54;;Wh
2022-01-18T02:30:00+01:00;18/01/2022;02:30:00;;5664553,76;;Wh
2022-01-18T02:45:00+01:00;18/01/2022;02:45:00;;5665860,6;;Wh
2022-01-18T03:00:00+01:00;18/01/2022;03:00:00;;5667186,93;;Wh
2022-01-18T03:15:00+01:00;18/01/2022;03:15:00;;5668533,24;;Wh
2022-01-18T03:30:00+01:00;18/01/2022;03:30:00;;5669900,5;;Wh
2022-01-18T03:45:00+01:00;18/01/2022;03:45:00;;5671289,27;;Wh
2022-01-18T04:00:00+01:00;18/01/2022;04:00:00;;5672701,24;;Wh
2022-01-18T04:15:00+01:00;18/01/2022;04:15:00;;5674127,38;;Wh
2022-01-18T04:30:00+01:00;18/01/2022;04:30:00;;5675554,31;;Wh
2022-01-18T04:45:00+01:00;18/01/2022;04:45:00;;5677033,63;;Wh
2022-01-18T05:00:00+01:00;18/01/2022;05:00:00;;5677160,84;;Wh
2022-01-18T05:15:00+01:00;18/01/2022;05:15:00;;5677160,84;;Wh
2022-01-18T05:30:00+01:00;18/01/2022;05:30:00;;5678337,46;;Wh
2022-01-18T05:45:00+01:00;18/01/2022;05:45:00;;5679754,52;;Wh
2022-01-18T06:00:00+01:00;18/01/2022;06:00:00;;5679861,32;;Wh
2022-01-18T06:15:00+01:00;18/01/2022;06:15:00;;5680968,91;;Wh
2022-01-18T06:30:00+01:00;18/01/2022;06:30:00;;5682390,49;;Wh
2022-01-18T06:45:00+01:00;18/01/2022;06:45:00;;5682703,99;;Wh
2022-01-18T07:00:00+01:00;18/01/2022;07:00:00;;5682965,36;;Wh
2022-01-18T07:15:00+01:00;18/01/2022;07:15:00;;5684305,69;;Wh
2022-01-18T07:30:00+01:00;18/01/2022;07:30:00;;5685704,11;;Wh
2022-01-18T07:45:00+01:00;18/01/2022;07:45:00;;5686155,07;;Wh
2022-01-18T08:00:00+01:00;18/01/2022;08:00:00;;5686372,88;;Wh
2022-01-18T08:15:00+01:00;18/01/2022;08:15:00;;5687669,16;;Wh
2022-01-18T08:30:00+01:00;18/01/2022;08:30:00;;5688989,87;;Wh
2022-01-18T08:45:00+01:00;18/01/2022;08:45:00;;5690326,11;;Wh
2022-01-18T09:00:00+01:00;18/01/2022;09:00:00;;5691688,62;;Wh
2022-01-18T09:15:00+01:00;18/01/2022;09:15:00;;5693100,79;;Wh
2022-01-18T09:30:00+01:00;18/01/2022;09:30:00;;5693176,89;;Wh
2022-01-18T09:45:00+01:00;18/01/2022;09:45:00;;5693176,89;;Wh
2022-01-18T10:00:00+01:00;18/01/2022;10:00:00;;5693730;;Wh
2022-01-18T10:15:00+01:00;18/01/2022;10:15:00;;5695067,34;;Wh
2022-01-18T10:30:00+01:00;18/01/2022;10:30:00;;5695961,95;;Wh
2022-01-18T10:45:00+01:00;18/01/2022;10:45:00;;5695961,95;;Wh
2022-01-18T11:00:00+01:00;18/01/2022;11:00:00;;5695961,95;;Wh
2022-01-18T11:15:00+01:00;18/01/2022;11:15:00;;5697062,34;;Wh
2022-01-18T11:30:00+01:00;18/01/2022;11:30:00;;5697837,67;;Wh
2022-01-18T11:45:00+01:00;18/01/2022;11:45:00;;5697837,67;;Wh
2022-01-18T12:00:00+01:00;18/01/2022;12:00:00;;5698410,21;;Wh
2022-01-18T12:15:00+01:00;18/01/2022;12:15:00;;5699747,53;;Wh
2022-01-18T12:30:00+01:00;18/01/2022;12:30:00;;5699878,86;;Wh
2022-01-18T12:45:00+01:00;18/01/2022;12:45:00;;5699878,86;;Wh
2022-01-18T13:00:00+01:00;18/01/2022;13:00:00;;5699878,86;;Wh
2022-01-18T13:15:00+01:00;18/01/2022;13:15:00;;5701070,11;;Wh
2022-01-18T13:30:00+01:00;18/01/2022;13:30:00;;5701244,3;;Wh
2022-01-18T13:45:00+01:00;18/01/2022;13:45:00;;5701244,3;;Wh
2022-01-18T14:00:00+01:00;18/01/2022;14:00:00;;5701244,3;;Wh
2022-01-18T14:15:00+01:00;18/01/2022;14:15:00;;5701773,68;;Wh
2022-01-18T14:30:00+01:00;18/01/2022;14:30:00;;5702384,78;;Wh
2022-01-18T14:45:00+01:00;18/01/2022;14:45:00;;5702384,78;;Wh
2022-01-18T15:00:00+01:00;18/01/2022;15:00:00;;5702384,78;;Wh
2022-01-18T15:15:00+01:00;18/01/2022;15:15:00;;5702384,78;;Wh
2022-01-18T15:30:00+01:00;18/01/2022;15:30:00;;5702384,78;;Wh
2022-01-18T15:45:00+01:00;18/01/2022;15:45:00;;5703072,02;;Wh
2022-01-18T16:00:00+01:00;18/01/2022;16:00:00;;5703467,02;;Wh
2022-01-18T16:15:00+01:00;18/01/2022;16:15:00;;5703467,02;;Wh
2022-01-18T16:30:00+01:00;18/01/2022;16:30:00;;5703467,02;;Wh
2022-01-18T16:45:00+01:00;18/01/2022;16:45:00;;5704366,7;;Wh
2022-01-18T17:00:00+01:00;18/01/2022;17:00:00;;5704993,3;;Wh
2022-01-18T17:15:00+01:00;18/01/2022;17:15:00;;5704993,3;;Wh
2022-01-18T17:30:00+01:00;18/01/2022;17:30:00;;5705017,98;;Wh
2022-01-18T17:45:00+01:00;18/01/2022;17:45:00;;5706330,29;;Wh
2022-01-18T18:00:00+01:00;18/01/2022;18:00:00;;5706440,79;;Wh
2022-01-18T18:15:00+01:00;18/01/2022;18:15:00;;5706440,79;;Wh
2022-01-18T18:30:00+01:00;18/01/2022;18:30:00;;5707417,32;;Wh
2022-01-18T18:45:00+01:00;18/01/2022;18:45:00;;5707610,56;;Wh
2022-01-18T19:00:00+01:00;18/01/2022;19:00:00;;5707886,26;;Wh
2022-01-18T19:15:00+01:00;18/01/2022;19:15:00;;5708828,72;;Wh
2022-01-18T19:30:00+01:00;18/01/2022;19:30:00;;5708828,72;;Wh
2022-01-18T19:45:00+01:00;18/01/2022;19:45:00;;5709074,72;;Wh
2022-01-18T20:00:00+01:00;18/01/2022;20:00:00;;5709879,98;;Wh
